image_title,000000,000033,000066,000099,0000cc,0000ff,003300,003333,003366,003399,0033cc,0033ff,006600,006633,006666,006699,0066cc,0066ff,009900,009933,009966,009999,0099cc,0099ff,00cc00,00cc33,00cc66,00cc99,00cccc,00ccff,00ff00,00ff33,00ff66,00ff99,00ffcc,00ffff,330000,330033,330066,330099,3300cc,3300ff,333300,333333,333366,333399,3333cc,3333ff,336600,336633,336666,336699,3366cc,3366ff,339900,339933,339966,339999,3399cc,3399ff,33cc00,33cc33,33cc66,33cc99,33cccc,33ccff,33ff00,33ff33,33ff66,33ff99,33ffcc,33ffff,660000,660033,660066,660099,6600cc,6600ff,663300,663333,663366,663399,6633cc,6633ff,666600,666633,666666,666699,6666cc,6666ff,669900,669933,669966,669999,6699cc,6699ff,66cc00,66cc33,66cc66,66cc99,66cccc,66ccff,66ff00,66ff33,66ff66,66ff99,66ffcc,66ffff,990000,990033,990066,990099,9900cc,9900ff,993300,993333,993366,993399,9933cc,9933ff,996600,996633,996666,996699,9966cc,9966ff,999900,999933,999966,999999,9999cc,9999ff,99cc00,99cc33,99cc66,99cc99,99cccc,99ccff,99ff00,99ff33,99ff66,99ff99,99ffcc,99ffff,cc0000,cc0033,cc0066,cc0099,cc00cc,cc00ff,cc3300,cc3333,cc3366,cc3399,cc33cc,cc33ff,cc6600,cc6633,cc6666,cc6699,cc66cc,cc66ff,cc9900,cc9933,cc9966,cc9999,cc99cc,cc99ff,cccc00,cccc33,cccc66,cccc99,cccccc,ccccff,ccff00,ccff33,ccff66,ccff99,ccffcc,ccffff,ff0000,ff0033,ff0066,ff0099,ff00cc,ff00ff,ff3300,ff3333,ff3366,ff3399,ff33cc,ff33ff,ff6600,ff6633,ff6666,ff6699,ff66cc,ff66ff,ff9900,ff9933,ff9966,ff9999,ff99cc,ff99ff,ffcc00,ffcc33,ffcc66,ffcc99,ffcccc,ffccff,ffff00,ffff33,ffff66,ffff99,ffffcc,ffffff
anticipation_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85117619047619,0.0,0.0,0.0,0.0,0.0,0.00122619047619048,0.00334761904761905,0.0,0.0,0.0,0.0,0.0,0.00120238095238095,0.00256428571428571,0.0,0.0,0.0,0.0,0.0,0.00193333333333333,0.00290952380952381,0.0,0.0,0.0,0.0,0.0,0.135640476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anticipation_002,0.080196,0.000101333333333333,0.0,0.0,0.0,0.0,0.012864,0.0195373333333333,3.06666666666667e-05,0.0,0.0,0.0,0.0,1.33333333333333e-06,6.66666666666667e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00353333333333333,2.26666666666667e-05,0.0,0.0,0.0,0.0,0.010764,0.0450426666666667,0.000157333333333333,0.0,0.0,0.0,0.0,0.0209106666666667,0.0144466666666667,5.33333333333333e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00447333333333333,4.13333333333333e-05,0.0,0.0,0.0,0.0,0.00124,0.00295066666666667,1.46666666666667e-05,0.0,0.0,0.0,4.0e-06,0.0167533333333333,0.0563346666666667,0.000270666666666667,0.0,0.0,0.0,0.0,0.0150653333333333,0.004276,2.66666666666667e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04048,0.000157333333333333,0.0,0.0,0.0,0.0,0.0118266666666667,0.00323066666666667,3.46666666666667e-05,0.0,0.0,0.0,0.0,0.003788,0.004744,9.33333333333333e-06,0.0,0.0,0.0,9.33333333333333e-05,0.0239853333333333,0.114341333333333,0.00364,0.0,0.0,0.0,0.0,0.010572,0.0109826666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319626666666667,0.000137333333333333,0.0,0.0,0.0,0.0,0.025744,0.00578933333333333,0.0001,0.0,0.0,0.0,0.0,0.000824,0.00218533333333333,5.06666666666667e-05,0.0,0.0,0.0,6.4e-05,0.00349866666666667,0.011452,0.000164,0.0,0.0,0.0,0.0,0.0296413333333333,0.28384,0.000658666666666667,0.0,0.0,0.0,0.0,0.000194666666666667,0.00018,2.66666666666667e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000502666666666667,0.000152,0.0,0.0,0.0,0.0,7.46666666666667e-05,0.00110133333333333,5.06666666666667e-05,0.0,0.0,0.0,0.0,0.000517333333333333,0.00100133333333333,3.2e-05,0.0,0.0,0.0,1.6e-05,0.00173466666666667,0.0357786666666667,0.00420133333333333,0.0,0.0,0.0,0.0,0.00360933333333333,0.0178066666666667
anticipation_003,0.149283854166667,0.1581640625,0.0,0.0,0.0,0.0,0.0,0.061796875,0.165924479166667,0.00403645833333333,0.0,0.0,0.0,0.0,0.00411458333333333,0.0179427083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001171875,0.0,0.0,0.0,0.0,0.0,2.60416666666667e-05,0.00111979166666667,0.0954036458333333,0.0862760416666667,0.0,0.0,0.0,0.0,0.00139322916666667,0.0498177083333333,0.0,0.0,0.0,0.0,0.0,0.00109375,6.51041666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.60416666666667e-05,0.000221354166666667,1.30208333333333e-05,0.0,0.0,0.0,0.0,3.90625e-05,0.000221354166666667,0.00118489583333333,0.0,0.0,0.0,0.0,0.0,0.002109375,0.0084375,0.0,0.0,0.0,0.0,0.0,1.30208333333333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001171875,9.11458333333334e-05,0.0,0.0,0.0,0.0,0.0,9.11458333333334e-05,0.000729166666666667,0.0074609375,0.0,0.0,0.0,0.0,0.0,0.0514583333333333,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000104166666666667,0.000638020833333333,2.60416666666667e-05,0.0,0.0,0.0,0.0,0.000442708333333333,0.0557421875,0.0431119791666667,0.0,0.0,0.0,0.0,0.000104166666666667,0.0111328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30208333333333e-05,0.0,0.0,0.0,0.0,0.0,0.000143229166666667,0.00266927083333333,0.0001953125,0.0,0.0,0.0,0.0,0.000559895833333333,0.016171875
anticipation_005,0.0,0.0,0.0,0.0,0.0,0.0,1.1969740496026e-05,0.00490759360337068,0.016087331226659,0.0,0.0,0.0,0.0,0.0,1.1969740496026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39394809920521e-05,0.000107727664464234,0.0,0.0,0.0,0.0,0.000155606626448339,0.10406492387245,0.723032174662453,0.0,0.0,0.0,0.0,5.98487024801302e-05,0.00045485013884899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18184429761563e-05,0.00790002872737719,0.00326773915541511,0.0,0.0,0.0,0.0,0.000933639758690032,0.0139806568993584,0.000478789619841042,0.0,0.0,0.0,0.0,3.59092214880781e-05,7.18184429761563e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000179546107440391,2.39394809920521e-05,0.0,0.0,0.0,0.0,0.00132864119505889,0.0324858757062147,0.00223834147275687,0.0,0.0,0.0,1.1969740496026e-05,0.00608062817198123,0.0106530690414632,7.18184429761563e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000790002872737719,0.0208632576845734,0.000526668581825146,0.0,0.0,0.0,0.0,0.0221799291391363,0.0237719046251077,0.000227425069424495,0.0,0.0,0.0,0.0,0.000478789619841042,0.000263334290912573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78789619841042e-05,0.0,0.0,0.0,0.0,0.0,0.000299243512400651,0.00160394522646749,0.0,0.0,0.0,0.0,0.0,0.000155606626448339,5.98487024801302e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anticipation_006,0.0106606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00557575757575758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00620606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00468484848484849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00837575757575758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96449696969697
anticipation_007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00301416606348878,0.00319253438113949,0.0,0.0,0.0,0.0,0.0,0.000118912211767139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00128218384861958,0.0,0.0,0.0,0.0,0.0,0.878611312170406,0.0146753179609141,0.0,0.0,0.0,0.0,0.0,0.000271430048598904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000576465722262434,0.0,0.0,0.0,0.0,2.58504808189432e-06,0.0247285699514011,0.00213783476372661,0.0,0.0,0.0,0.0,7.75514424568297e-06,3.36056250646262e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000359321683383311,0.0,0.0,0.0,0.0,1.03401923275773e-05,0.0345672629510909,0.00200082721538621,0.0,0.0,0.0,0.0,1.03401923275773e-05,2.06803846551546e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000255919760107538,0.0,0.0,0.0,0.0,7.75514424568297e-05,0.0340450832385482
anticipation_008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170955034768031,0.0079204213208387,0.0,0.0,0.0,0.0,0.000972811906151636,2.99839286142628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000253863928934091,0.000704289167672794,0.0,0.0,0.0,0.0,0.00261259964658943,0.00265391083712463,6.66309524761395e-07,0.0,0.0,0.0,0.0,3.06502381390241e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038712583388637,0.000652983334266167,0.0,0.0,0.0,0.0,0.0,4.59753572085362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000553703215076719,0.000549705357928151,0.0,0.0,0.0,0.0,0.0,8.19560715456515e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66309524761395e-07,0.0,0.0,0.0,0.0,0.0,0.965410539950586,4.26438095847293e-05
anticipation_009,0.132862275449102,0.000323353293413174,0.0,0.0,0.0,0.0,0.0296946107784431,0.00324550898203593,0.000335329341317365,2.9940119760479e-05,0.0,0.0,0.000161676646706587,0.000377245508982036,0.000131736526946108,0.000209580838323353,0.000149700598802395,0.000161676646706587,5.98802395209581e-06,0.000173652694610778,0.000203592814371258,5.98802395209581e-05,7.18562874251497e-05,0.000251497005988024,0.0,1.79640718562874e-05,0.000107784431137725,0.000293413173652695,8.38323353293413e-05,0.000293413173652695,0.0,0.0,5.98802395209581e-06,5.98802395209581e-05,0.000520958083832335,0.000532934131736527,0.0486107784431138,0.000532934131736527,0.0,0.0,0.0,0.0,0.147335329341317,0.0584071856287425,0.000604790419161677,0.0,0.0,0.0,0.000407185628742515,0.00405988023952096,0.00151497005988024,0.000263473053892216,0.0,0.0,0.0,0.0,4.79041916167665e-05,4.19161676646707e-05,0.000161676646706587,5.98802395209581e-06,0.0,0.0,2.9940119760479e-05,2.9940119760479e-05,1.19760479041916e-05,5.38922155688623e-05,0.0,0.0,0.0,1.19760479041916e-05,4.79041916167665e-05,0.00011377245508982,0.00192814371257485,0.000311377245508982,2.9940119760479e-05,0.0,0.0,0.0,0.0255928143712575,0.063185628742515,0.000694610778443114,0.0,0.0,0.0,0.00226347305389222,0.0189041916167665,0.0131017964071856,0.00105389221556886,5.98802395209581e-06,0.0,0.0,0.000347305389221557,0.00111976047904192,0.00115568862275449,0.000389221556886228,5.98802395209581e-06,0.0,0.0,5.98802395209581e-06,0.0,9.58083832335329e-05,0.000167664670658683,0.0,0.0,0.0,5.98802395209581e-06,1.19760479041916e-05,6.58682634730539e-05,0.000580838323353293,0.000161676646706587,5.38922155688623e-05,8.38323353293413e-05,0.0,5.98802395209581e-06,0.0022814371257485,0.0176467065868263,0.00011377245508982,2.39520958083832e-05,0.0,0.0,0.00307784431137725,0.0549700598802395,0.0285808383233533,0.00074251497005988,0.0,0.0,0.000149700598802395,0.00124550898203593,0.00841916167664671,0.0118203592814371,0.00783233532934132,0.0,0.0,0.0,5.98802395209581e-05,0.000407185628742515,0.00374850299401198,0.00550299401197605,0.0,0.0,0.0,0.0,5.98802395209581e-06,5.98802395209581e-05,0.000281437125748503,0.000161676646706587,7.18562874251497e-05,0.000131736526946108,0.000101796407185629,1.19760479041916e-05,0.000173652694610778,0.000227544910179641,0.000227544910179641,0.000125748502994012,0.0,0.0,0.000856287425149701,0.00861676646706587,0.0130658682634731,1.19760479041916e-05,0.0,0.0,0.00088622754491018,0.00388622754491018,0.0436526946107784,0.0385089820359281,0.000389221556886228,0.0,6.58682634730539e-05,0.000149700598802395,0.00051497005988024,0.0191317365269461,0.0197544910179641,0.00784431137724551,0.0,0.0,0.0,5.98802395209581e-06,0.000227544910179641,0.00564071856287425,3.59281437125748e-05,0.000173652694610778,1.79640718562874e-05,3.59281437125748e-05,0.00025748502994012,0.000287425149700599,5.98802395209581e-05,0.000197604790419162,5.98802395209581e-05,0.000161676646706587,0.000275449101796407,0.000149700598802395,0.000101796407185629,0.000245508982035928,3.59281437125748e-05,5.98802395209581e-05,8.38323353293413e-05,5.38922155688623e-05,0.000359281437125748,0.000407185628742515,0.000982035928143712,0.00268263473053892,0.000107784431137725,0.000137724550898204,0.000520958083832335,0.000544910179640719,0.00109580838323353,0.0217784431137725,0.0344191616766467,0.000215568862275449,0.000101796407185629,0.000221556886227545,0.000341317365269461,0.000904191616766467,0.00530538922155689,0.0521796407185629
anticipation_011,0.812362196180556,0.000241970486111111,0.0,0.0,0.0,0.0,0.000322265625,0.000307074652777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234787326388889,0.000118272569444444,0.0,0.0,0.0,0.0,0.0204242621527778,0.0649283854166667,6.51041666666667e-06,0.0,0.0,0.0,0.0,1.41059027777778e-05,6.51041666666667e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160590277777778,7.59548611111111e-06,0.0,0.0,0.0,0.0,0.000830078125,0.0126019965277778,1.19357638888889e-05,0.0,0.0,0.0,1.08506944444444e-05,0.00548394097222222,0.0128287760416667,1.08506944444444e-06,0.0,0.0,0.0,0.0,1.08506944444444e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51041666666667e-06,0.0,0.0,0.0,0.0,0.0,0.000135633680555556,0.000166015625,0.0,0.0,0.0,0.0,6.94444444444444e-05,0.00286892361111111,0.00668402777777778,3.25520833333333e-06,0.0,0.0,0.0,2.17013888888889e-06,0.00447591145833333,0.008916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08506944444444e-06,0.0,0.0,0.0,0.0,2.60416666666667e-05,0.000481770833333333,0.000342881944444444,0.0,0.0,0.0,0.0,0.000101996527777778,0.00334092881944444,0.00263020833333333,0.0,0.0,0.0,0.0,2.27864583333333e-05,0.00208116319444444,0.000289713541666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17013888888889e-06,0.0,0.0,0.0,0.0,0.0,2.71267361111111e-05,0.000551215277777778,0.00013671875,0.0,0.0,0.0,0.0,0.000244140625,0.005244140625,0.00175130208333333,0.0,0.0,0.0,0.0,0.000283203125,0.002529296875,0.00243598090277778
anticipation_012,0.281274342383556,9.9014554512839e-05,0.0,0.0,0.0,0.0,0.00195976750379921,6.43907941531279e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00447429851634837,0.000137398361246455,0.0,0.0,0.0,0.0,0.0139181249902082,0.0216910808566639,2.16202666499553e-05,0.0,0.0,0.0,7.99009854454872e-06,0.000145231791192091,2.52236444249479e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.50669758260352e-06,0.0,0.0,0.0,0.0,0.0,0.000157451941907284,0.00262874242115653,0.000128624919707343,0.0,0.0,0.0,3.33704115684093e-05,0.00189569004684391,0.00423506556580865,1.91135690673518e-05,0.0,0.0,2.03669178586536e-06,1.92702376662646e-05,0.000214165974713688,0.000207115887762616,0.0,0.0,0.0,0.0,0.0,3.1333719782544e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60337777499256e-06,2.03669178586536e-06,0.0,0.0,0.0,0.0,1.2846825110843e-05,7.61409390715819e-05,0.000750599257390841,3.82271381347037e-05,0.0,0.0,4.54338936846888e-06,2.52236444249479e-05,0.000847107114321077,0.00308856475896536,0.000118441460778016,0.0,0.0,0.0,0.0,0.000971501981857776,0.00089567437998402,0.0,0.0,0.0,0.0,0.0,1.08101333249777e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00184884613576901,1.5666859891272e-05,0.0,0.0,0.0,0.0,0.00104309953156089,9.83878801171881e-05,2.2403609644519e-05,0.0,0.0,0.0,4.07338357173072e-06,2.44403014303843e-05,0.000115464757398675,0.000760156041924517,0.000116091431794325,0.0,0.0,0.0,1.88002318695264e-06,0.000484575976437043,0.00774365883845901,0.000465462407369691,0.0,0.0,0.0,0.0,0.00230913847937458,0.00341694214228642,0.0,0.0,0.0,0.0,0.0,0.0,0.00454683607764496,0.000427705275031725,0.0,0.0,0.0,0.0,0.0121183161258989,0.00551348133293644,0.000217456015290855,0.0,0.0,0.0,0.00353632361465791,0.0115068385843425,0.00259082862021965,0.000121888169954096,1.5666859891272e-07,0.0,5.49906782183647e-05,0.0028562252267778,0.00906077174951825,0.00410487396011218,0.001432420999859,0.000328847389117799,0.0,5.95340675868336e-06,0.000421125193877391,0.00132729636998856,0.00407573360071441,0.577074370583904
